"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"PRS7_HUMAN"	"HUMAN"	68863	66972	71333	42083.3333333333	47589	46021.6666666667
"PRS8_HUMAN"	"HUMAN"	66961.3333333333	76423.3333333333	59012.3333333333	73611.6666666667	60465.3333333333	88235.6666666667
"PSA_HUMAN"	"HUMAN"	211372.333333333	179179.666666667	188559	106406.333333333	103815.333333333	103449.333333333
"PSA1_HUMAN"	"HUMAN"	108075.666666667	164520.5	144270	181047.666666667	196585.666666667	189064.666666667
"PSA2_HUMAN"	"HUMAN"	NA	NA	NA	14664	26178	23689.5
"PSA4_HUMAN"	"HUMAN"	110580	99244.6666666667	87781.6666666667	78134	104179.333333333	88509
"PSA5_HUMAN"	"HUMAN"	381215.333333333	363331.333333333	330086.333333333	355699	243431.333333333	373301.333333333
"PSA6_HUMAN"	"HUMAN"	263315.5	229508.5	195226	241878	227782	247977.5
"PSA7_HUMAN"	"HUMAN"	145063	172717	135103	207667.666666667	96691.6666666667	104070.333333333
"PSB1_HUMAN"	"HUMAN"	197170.666666667	188593	171756.333333333	167873.666666667	137467.333333333	161553
"PSB5_HUMAN"	"HUMAN"	184472	204804	189862	183205.5	164542	175180
"PSB6_HUMAN"	"HUMAN"	12888	13807.5	NA	13099.5	NA	NA
"PSD11_HUMAN"	"HUMAN"	137251.333333333	114217.333333333	143006.333333333	102675	118433.666666667	107682
"PSD13_HUMAN"	"HUMAN"	143296.333333333	129262	114697	119744	140784	117751
"PSMD1_HUMAN"	"HUMAN"	51720.3333333333	55823.3333333333	105337.333333333	121339.333333333	125491	89771.6666666667
"PSMD2_HUMAN"	"HUMAN"	209230	122803.5	154510.333333333	179260	139231	141689.666666667
"PSMD3_HUMAN"	"HUMAN"	156626.333333333	157752.666666667	147976	77892.3333333333	95071.3333333333	86623.6666666667
"PSMD4_HUMAN"	"HUMAN"	15261	16685.5	15928.5	11640.5	15179	NA
"PSMD5_HUMAN"	"HUMAN"	88742.3333333333	87343	50418	83709.6666666667	100539.5	116495.5
"PSMD6_HUMAN"	"HUMAN"	23001	24735.5	24357.5	NA	14833.5	NA
"PSMD9_HUMAN"	"HUMAN"	NA	41580.5	NA	60553	59593	59535
"PSME1_HUMAN"	"HUMAN"	212682	215526.5	177783	161675	163587.333333333	170298
"PSME3_HUMAN"	"HUMAN"	150302.666666667	145588.666666667	129522.666666667	151832	152098.666666667	159138.333333333
"PSME4_HUMAN"	"HUMAN"	76621.5	51089.3333333333	72623	90669.5	NA	126217
"PT1_ECOLI"	"ECOLI"	26287	29697	22206.6666666667	286360	270707.666666667	293344.333333333
"PTA_ECOLI"	"ECOLI"	15993.3333333333	14838	14288.3333333333	223856	213265.333333333	185349.666666667
"PTBP1_HUMAN"	"HUMAN"	840420	880322	910894.666666667	683119	635881	707281.666666667
"PTCD3_HUMAN"	"HUMAN"	47345.5	44200	NA	38683.3333333333	39900.5	42130
"PTFBC_ECOLI"	"ECOLI"	88775.3333333333	95994.3333333333	94158	639787.333333333	620923.666666667	652987.333333333
"PTH2_HUMAN"	"HUMAN"	61998	56777.5	65256.5	NA	NA	NA
"PTM3C_ECOLI"	"ECOLI"	27347.5	21548.6666666667	21045.5	135865	119740.666666667	123871.333333333
"PTNAB_ECOLI"	"ECOLI"	NA	NA	NA	277191.333333333	286751.5	300877.5
"PTND_ECOLI"	"ECOLI"	22587.5	26763.5	26829	519142.666666667	517418.666666667	486770.333333333
"PTPA_HUMAN"	"HUMAN"	55726.5	44836	52513.5	NA	12228.5	NA
"PTPRM_HUMAN"	"HUMAN"	37663	8831	14019.5	NA	NA	NA
"PTRA_ECOLI"	"ECOLI"	NA	NA	NA	27399.5	27423	NA
"PTRF_HUMAN"	"HUMAN"	253830	270310	256666.5	280260.5	298648.5	294017.5
"PUF60_HUMAN"	"HUMAN"	194960.666666667	178832	161873	82910	79242.3333333333	77862.6666666667
"PUR2_HUMAN"	"HUMAN"	103620.666666667	104841	139532.666666667	90921.6666666667	105394.666666667	88129
"PUR4_HUMAN"	"HUMAN"	181462.333333333	203980	186282.333333333	207876.666666667	225627.333333333	208397
"PUR6_HUMAN"	"HUMAN"	273350.333333333	251051.333333333	348151	394714.5	271440	274593
"PUR9_HUMAN"	"HUMAN"	225101	216840	309854.333333333	170181.333333333	210735	194574.333333333
"PURA_ECOLI"	"ECOLI"	10656	11819.3333333333	NA	61368	112748.333333333	120056
"PYC_HUMAN"	"HUMAN"	158285	169835	146469.333333333	177283.333333333	170703.333333333	99195.3333333333
"PYGM_HUMAN"	"HUMAN"	NA	NA	NA	NA	84281	70080.5
"PYR1_HUMAN"	"HUMAN"	372805	414197.666666667	345825	335127	302294.666666667	317756.333333333
"PYRG_ECOLI"	"ECOLI"	NA	NA	NA	207718	196319	122982.666666667
"QCR1_HUMAN"	"HUMAN"	349378.333333333	321044.666666667	356420.666666667	298317	274716.333333333	278718
"QCR2_HUMAN"	"HUMAN"	319338.333333333	298840.333333333	284715	306701.333333333	301182.666666667	248117.666666667
"QCR7_HUMAN"	"HUMAN"	124334	106662.5	114312	NA	NA	NA
"RAB10_HUMAN"	"HUMAN"	57957.5	60965.5	NA	47238.6666666667	49996.5	56627.3333333333
"RAB1B_HUMAN"	"HUMAN"	350030.333333333	367851	320775.666666667	327377.666666667	290148	302024.333333333
"RAB2B_HUMAN"	"HUMAN"	86290	NA	55154	26691	NA	22295
"RAB6A_HUMAN"	"HUMAN"	45416.5	33430.5	30129.5	40131.5	47462.5	38769.5
"RAB7A_HUMAN"	"HUMAN"	188155.666666667	193196.333333333	183213.333333333	188926	127178.333333333	211556
"RAB8A_HUMAN"	"HUMAN"	88444.5	96462	85157.5	63687.5	85894	NA
"RAD50_HUMAN"	"HUMAN"	63886.3333333333	72423.3333333333	75479.3333333333	89803.3333333333	65739.6666666667	76235.6666666667
"RADI_HUMAN"	"HUMAN"	41165.5	45487	84107	9963	NA	NA
"RAE1L_HUMAN"	"HUMAN"	73206	64705.5	74329.5	41021.5	42014	41166
"RAIA_ECOLI"	"ECOLI"	NA	NA	NA	122987.5	122218.5	124269.5
"RALA_HUMAN"	"HUMAN"	45781.5	NA	NA	33212.6666666667	15395.5	15886.5
"RALY_HUMAN"	"HUMAN"	41969.3333333333	43533	40402.3333333333	43631	31053.5	47214.5
"RANG_HUMAN"	"HUMAN"	212757.5	196578.5	NA	NA	NA	NA
"RAP1B_HUMAN"	"HUMAN"	46128.5	NA	35059	NA	NA	NA
"RBBP7_HUMAN"	"HUMAN"	156012	139043.666666667	189113.5	223241	217645	198980
"RBM14_HUMAN"	"HUMAN"	66448.6666666667	79469.6666666667	87363.6666666667	98831	44345.6666666667	93809.3333333333
"RBM39_HUMAN"	"HUMAN"	180769	172036	156568.666666667	175986.666666667	152123	149595
"RBM42_HUMAN"	"HUMAN"	NA	37011.5	40924.5	28717	29304	33078.6666666667
"RBMX_HUMAN"	"HUMAN"	110947.666666667	78636.3333333333	139064	102722	36949.6666666667	43240.5
"RBP2_HUMAN"	"HUMAN"	28374.6666666667	35857.6666666667	44251.3333333333	30250.6666666667	41037.3333333333	35374.6666666667
"RBP56_HUMAN"	"HUMAN"	98352.6666666667	45932	123861.333333333	57697.6666666667	93401.3333333333	60036.6666666667
"RBSA_ECOLI"	"ECOLI"	NA	NA	14004.3333333333	112670.333333333	136314	99215
"RBSB_ECOLI"	"ECOLI"	NA	370685	NA	1415220	1496870.66666667	1601272.33333333
"RCC1_HUMAN"	"HUMAN"	224020	238679.5	231362	178506.5	218491	186620
"RCC2_HUMAN"	"HUMAN"	252406.666666667	270410.333333333	198286.333333333	199248.333333333	226628	245065.666666667
"RCN2_HUMAN"	"HUMAN"	86070	56643.3333333333	55730.6666666667	55806.3333333333	62869.3333333333	63163.6666666667
"RD23B_HUMAN"	"HUMAN"	120768.666666667	107751.666666667	74747.5	59540	93688.5	80424
"RECQ1_HUMAN"	"HUMAN"	98721	86348	102191.666666667	81247	85355	85542.3333333333
"RED_HUMAN"	"HUMAN"	30376	39828.3333333333	32823.3333333333	30184.6666666667	27444	30530.5
"RENT1_HUMAN"	"HUMAN"	51847	48874	47751.5	NA	NA	NA
"RGPD5_HUMAN"	"HUMAN"	73688	120818.5	83606.5	23723	NA	21582.5
"RHG09_HUMAN"	"HUMAN"	27196	22877	NA	NA	NA	NA
"RHG29_HUMAN"	"HUMAN"	NA	112951	101158.5	NA	NA	NA
"RHG32_HUMAN"	"HUMAN"	33516	NA	NA	28947.5	31899	38898
"RHO_ECOLI"	"ECOLI"	42575.5	39300	48300.5	96069.3333333333	108969.333333333	65995.6666666667
"RHOG_HUMAN"	"HUMAN"	19861.6666666667	19629	19447.3333333333	19432.3333333333	22117.3333333333	21286.6666666667
"RICTR_HUMAN"	"HUMAN"	16984	20499.5	6361	NA	NA	NA
"RIF1_HUMAN"	"HUMAN"	25013	25600	22352.6666666667	16297	15076.5	11852.3333333333
"RIHA_ECOLI"	"ECOLI"	NA	7806.5	NA	71734.6666666667	61890	50036
"RINI_HUMAN"	"HUMAN"	208380.333333333	179963.666666667	182210	174767.333333333	189883.666666667	170257
"RIR1_HUMAN"	"HUMAN"	108189.666666667	85636.6666666667	171602	81649	124712.333333333	84547
"RISA_ECOLI"	"ECOLI"	4062	NA	NA	62970.6666666667	60682.5	39222.5
"RL1_ECOLI"	"ECOLI"	NA	NA	NA	NA	556186	574310
"RL10_ECOLI"	"ECOLI"	NA	NA	NA	304168	NA	305739
"RL10A_HUMAN"	"HUMAN"	385369.5	305223.5	378936.5	236175.666666667	265552.666666667	226472.333333333
"RL11_ECOLI"	"ECOLI"	NA	NA	NA	633340.333333333	419670.5	464727.5
"RL11_HUMAN"	"HUMAN"	NA	116815	268476.5	NA	NA	NA
"RL13_ECOLI"	"ECOLI"	NA	NA	NA	NA	132734	253036.5
"RL13_HUMAN"	"HUMAN"	NA	483614	452469.5	NA	427368.5	516203.5
"RL13A_HUMAN"	"HUMAN"	NA	182462.5	209828.5	92331.6666666667	167389.666666667	101180.666666667
"RL18_ECOLI"	"ECOLI"	NA	NA	NA	244515.5	233715.5	251516.5
"RL18_HUMAN"	"HUMAN"	756825	806596	816147.333333333	746220	803470	848549.5
"RL1D1_HUMAN"	"HUMAN"	91908.6666666667	83484	93054.3333333333	90371.6666666667	86063.3333333333	99209
"RL2_ECOLI"	"ECOLI"	128648.333333333	121118	100813	NA	382822.5	261741
"RL21_HUMAN"	"HUMAN"	511948.333333333	391602.5	823646	428442.333333333	454151	452662
"RL22_HUMAN"	"HUMAN"	424149	403737	471013	NA	459139	690697
"RL24_HUMAN"	"HUMAN"	NA	NA	NA	NA	242912	251055.5
"RL25_ECOLI"	"ECOLI"	NA	8586.5	NA	94699	94958	105149.5
"RL27_ECOLI"	"ECOLI"	53084	57429	NA	652350.5	NA	NA
"RL27_HUMAN"	"HUMAN"	246416	274173.333333333	284361.333333333	233072.666666667	292938.666666667	246088
"RL28_HUMAN"	"HUMAN"	NA	NA	NA	NA	175199.5	187523.5
"RL29_ECOLI"	"ECOLI"	100765	138125.5	NA	1044436	1010958	1064038.5
"RL3_ECOLI"	"ECOLI"	NA	33133	NA	271857.666666667	468114.333333333	818277
"RL3_HUMAN"	"HUMAN"	NA	287763	235234.5	224395	NA	167727
"RL30_HUMAN"	"HUMAN"	484095.333333333	443500	500858	NA	NA	NA
"RL31_ECOLI"	"ECOLI"	NA	NA	NA	815801	NA	805529.5
"RL31_HUMAN"	"HUMAN"	548150.666666667	515273.333333333	523061.333333333	467388.666666667	543863.333333333	447911
"RL32_HUMAN"	"HUMAN"	NA	NA	NA	425866	459494.5	458988
"RL35A_HUMAN"	"HUMAN"	138554	158070	199182.5	NA	117019.5	113350
"RL36_HUMAN"	"HUMAN"	422739.5	NA	368999	304788.5	358765.5	260383
"RL4_ECOLI"	"ECOLI"	62084	73180	89895.5	557951.666666667	494743	504062.666666667
"RL4_HUMAN"	"HUMAN"	627203.333333333	564481.666666667	653832	601030	642264.333333333	630149.666666667
"RL5_ECOLI"	"ECOLI"	NA	NA	NA	213218.333333333	273143.666666667	205730.333333333
"RL5_HUMAN"	"HUMAN"	941496.666666667	923188.333333333	988347	872541.333333333	857026.333333333	874066.666666667
"RL6_ECOLI"	"ECOLI"	99042.3333333333	95692.6666666667	95373.6666666667	711089.666666667	721570	744654.333333333
"RL6_HUMAN"	"HUMAN"	425520.5	453543.5	404609	310142.5	302252	290347
"RL7_ECOLI"	"ECOLI"	140882.666666667	NA	214389.5	99076	109204	359680.666666667
"RL7A_HUMAN"	"HUMAN"	388209.666666667	386336	465386	152089.5	157830.5	NA
"RL8_HUMAN"	"HUMAN"	673029.666666667	651962.666666667	665805	559335	564327.666666667	561409.666666667
"RL9_ECOLI"	"ECOLI"	NA	NA	NA	168783.333333333	158792	165446.333333333
"RL9_HUMAN"	"HUMAN"	207910.666666667	201429.333333333	NA	185517.666666667	286232	184940.666666667
"RLA0_HUMAN"	"HUMAN"	496333	489715.5	381119	287644	486775.5	310720.666666667
"RM12_HUMAN"	"HUMAN"	27540	31347	37627	63625.6666666667	34368.5	45756
"RN213_HUMAN"	"HUMAN"	134316.333333333	141589.666666667	134959	23928	31559.6666666667	43817.3333333333
"RNE_ECOLI"	"ECOLI"	NA	NA	NA	104522	131555.666666667	143427.666666667
"RNR_ECOLI"	"ECOLI"	NA	NA	NA	80227.5	103098.5	74037.5
"RNZ2_HUMAN"	"HUMAN"	106264	77711.3333333333	26206.5	84366.5	88221	75616
"RO60_HUMAN"	"HUMAN"	89824.5	82905	70629	65794	47403	65017.5
"ROA1_HUMAN"	"HUMAN"	362424.333333333	435590	344261.666666667	759940.666666667	815092.666666667	563167
"ROA2_HUMAN"	"HUMAN"	478678.666666667	555039	629856.5	638324	537941.666666667	486033.666666667
"ROA3_HUMAN"	"HUMAN"	204387.666666667	243557.333333333	429703	459494	430162.5	538159.5
"ROCK2_HUMAN"	"HUMAN"	30705.5	25710	26058.5	24116.3333333333	23414	22809.3333333333
"RPA1_HUMAN"	"HUMAN"	16174	10014.3333333333	NA	NA	NA	NA
"RPAC1_HUMAN"	"HUMAN"	50691	51824.5	12234.5	12704.5	13771.5	12209.5
"RPB1_HUMAN"	"HUMAN"	18310.3333333333	19018.3333333333	23481	40564.5	16587.5	19324
"RPN1_HUMAN"	"HUMAN"	303250	298322.333333333	352276.333333333	309632	388681.333333333	405898.333333333
"RPN2_HUMAN"	"HUMAN"	155704.333333333	154077.666666667	179691	152463.666666667	137301	137375.666666667
"RPOA_ECOLI"	"ECOLI"	NA	NA	NA	498357	452878	399301
"RPOB_ECOLI"	"ECOLI"	56833.6666666667	61293	67808.6666666667	434308	370127	435518.666666667
"RPOC_ECOLI"	"ECOLI"	24010	38354.6666666667	22944	478590.333333333	432603.666666667	463621.666666667
"RPOD_ECOLI"	"ECOLI"	13811	11570.5	NA	206454	148352	150676.333333333
"RPOZ_ECOLI"	"ECOLI"	NA	NA	NA	146744.333333333	161712	154571
"RRBP1_HUMAN"	"HUMAN"	37848	36577	32435.6666666667	48213.6666666667	49524.6666666667	51516.3333333333
"RRF_ECOLI"	"ECOLI"	NA	NA	NA	61430.5	33564	NA
"RRFM_HUMAN"	"HUMAN"	50947	49099	49183	37853	46163.5	32994.6666666667
"RRP12_HUMAN"	"HUMAN"	24729	43711	18562.3333333333	45934.6666666667	39108	37152
"RRP44_HUMAN"	"HUMAN"	50439.3333333333	51351	48690.6666666667	56530	35144.3333333333	47408.6666666667
"RRP5_HUMAN"	"HUMAN"	15819.6666666667	30844.5	NA	NA	NA	NA
"RS1_ECOLI"	"ECOLI"	128921.333333333	134801.333333333	104130.666666667	850748	916846.666666667	892434
"RS10_ECOLI"	"ECOLI"	NA	NA	NA	711813	745495.666666667	735931.666666667
"RS12_ECOLI"	"ECOLI"	75978	38801	80063	490642.5	459690	493429
"RS12_HUMAN"	"HUMAN"	677848.5	NA	641628	NA	571941.5	567760.5
"RS13_HUMAN"	"HUMAN"	430859	411160.333333333	326755.5	522955.5	509550	507661.5
"RS14_HUMAN"	"HUMAN"	NA	519417	437925	NA	NA	NA
"RS15_HUMAN"	"HUMAN"	387325.333333333	373018.666666667	351754.666666667	594978.333333333	594964.333333333	623358.666666667
"RS15A_HUMAN"	"HUMAN"	213400.333333333	307607	348237.5	382423	209007	328146
"RS16_HUMAN"	"HUMAN"	NA	NA	228779.5	227163	NA	150494.666666667
"RS17_ECOLI"	"ECOLI"	NA	NA	NA	472457	568429.5	494122
"RS17L_HUMAN"	"HUMAN"	795987.5	830093.5	772240.5	834965	NA	874626.5
"RS18_ECOLI"	"ECOLI"	NA	57399.5	48303	494920	337665.5	354604
"RS19_ECOLI"	"ECOLI"	NA	NA	NA	295143	306737	294538.333333333
"RS2_ECOLI"	"ECOLI"	NA	NA	NA	88934.5	NA	123726
"RS2_HUMAN"	"HUMAN"	575385.333333333	571657.333333333	518490.333333333	390744.666666667	395925	388199.333333333
"RS25_HUMAN"	"HUMAN"	176657	220399.5	177246	246174	158788	203044
"RS28_HUMAN"	"HUMAN"	184682	186501	180244	NA	NA	NA
"RS3_ECOLI"	"ECOLI"	70657.6666666667	64390.6666666667	57478.3333333333	211701	244436	236914
"RS3_HUMAN"	"HUMAN"	622643.333333333	577132	561589.333333333	852208.5	488600	834572.5
"RS3A_HUMAN"	"HUMAN"	386289	391753	399302.666666667	672481.666666667	689335.666666667	658049.333333333
"RS4_ECOLI"	"ECOLI"	34535	38128.3333333333	40705.6666666667	364672.666666667	475744.666666667	363219.666666667
"RS4X_HUMAN"	"HUMAN"	511456	NA	510090.5	519471.5	490325	530438
"RS5_ECOLI"	"ECOLI"	42844	39935.5	49068	339131.5	326048.5	327625
"RS5_HUMAN"	"HUMAN"	1046197	958929	934332	875351.666666667	916738.666666667	1003591
"RS6_ECOLI"	"ECOLI"	95531	109292.666666667	96220	883216	860426.666666667	367428.666666667
"RS7_HUMAN"	"HUMAN"	531816	499004	465973.333333333	328708	274669.666666667	296363.333333333
"RS8_HUMAN"	"HUMAN"	607934	563600	521310	604421	731197.5	865268
"RS9_HUMAN"	"HUMAN"	NA	300287	217066.5	NA	NA	NA
"RSEB_ECOLI"	"ECOLI"	NA	NA	NA	78953.5	NA	84307.5
"RSF1_HUMAN"	"HUMAN"	19870	20651	28598	25471.3333333333	11939.6666666667	11014.6666666667
"RSSA_HUMAN"	"HUMAN"	492531.666666667	458346.666666667	452024.666666667	66346.3333333333	79124.3333333333	63344
"RTCB_HUMAN"	"HUMAN"	NA	NA	42528	NA	36591	28294.5
"RTN4_HUMAN"	"HUMAN"	NA	NA	NA	260822.5	294863.5	192983.333333333
"RTTN_HUMAN"	"HUMAN"	NA	NA	NA	4414.5	5774.5	5321
"RU17_HUMAN"	"HUMAN"	121140	122666.333333333	117936.666666667	142672.5	127960.333333333	186945.5
"RU1C_HUMAN"	"HUMAN"	213338.5	232292	201594	235942	243825.5	224511
"RUVB1_HUMAN"	"HUMAN"	225184	226552	222222	230673	203785	225393.333333333
"RUVB2_HUMAN"	"HUMAN"	158521	188001.333333333	155187	212175.5	160351.666666667	225371
"RYR1_HUMAN"	"HUMAN"	3088	2557.66666666667	NA	NA	30570.5	28353
"RYR2_HUMAN"	"HUMAN"	19277	NA	NA	16717.3333333333	14712	16350.6666666667
"RYR3_HUMAN"	"HUMAN"	NA	6777.66666666667	4541	12884.6666666667	9634.66666666667	13757.6666666667
"S10AD_HUMAN"	"HUMAN"	113359.5	111345	86409	111262	97688	113117
"S3TC2_HUMAN"	"HUMAN"	17936	NA	NA	191162.5	198055	164846
"S61A1_HUMAN"	"HUMAN"	105597.666666667	100394	107284	78493	104438	90364.6666666667
"SACS_HUMAN"	"HUMAN"	13980.6666666667	12758	40346.6666666667	11037.3333333333	14052.6666666667	7401.33333333333
"SAE1_HUMAN"	"HUMAN"	96520.3333333333	77796.3333333333	59792.3333333333	45067	26910.6666666667	53944
"SAE2_HUMAN"	"HUMAN"	114322.333333333	115798	129846	88103.6666666667	95034.6666666667	93327.6666666667
"SAFB1_HUMAN"	"HUMAN"	88932.3333333333	80014.3333333333	72024.6666666667	76267	80837	78328
"SAFB2_HUMAN"	"HUMAN"	22669	22009.5	22975	15201	17914	16663.5
"SAHH_HUMAN"	"HUMAN"	105120.5	117946.5	107538	106147.5	116172	114500
"SAM50_HUMAN"	"HUMAN"	42669.5	42021.5	29939.5	23982.5	NA	NA
"SAM9L_HUMAN"	"HUMAN"	NA	NA	NA	22569	NA	23834.5
"SAMD9_HUMAN"	"HUMAN"	5348.5	NA	NA	7332	4435	4323.5
"SAP18_HUMAN"	"HUMAN"	102095	84449.5	NA	92506	73408.3333333333	NA
"SART3_HUMAN"	"HUMAN"	20279	26804.5	26905.5	NA	NA	NA
"SC22B_HUMAN"	"HUMAN"	388996	403633.5	380462	NA	NA	NA
"SC23A_HUMAN"	"HUMAN"	43209.6666666667	46751.3333333333	46105.3333333333	51444.3333333333	53207.6666666667	52516.6666666667
"SC24C_HUMAN"	"HUMAN"	52139.6666666667	52287.6666666667	46410.6666666667	59211.6666666667	71720.3333333333	60746.6666666667
"SC31A_HUMAN"	"HUMAN"	103300.5	89515.5	NA	74162.5	NA	NA
"SCMC1_HUMAN"	"HUMAN"	115333	104347	93091.3333333333	108582.5	NA	NA
"SCN7A_HUMAN"	"HUMAN"	7394	6633	7938	NA	NA	NA
"SCOT1_HUMAN"	"HUMAN"	320859	296032	296067	307020.666666667	374931.333333333	397500.333333333
"SCPDL_HUMAN"	"HUMAN"	NA	26249.5	26362	45371.6666666667	48981	44528
"SCRB2_HUMAN"	"HUMAN"	110561.5	118146.5	102720.5	76046.5	71877	82311.5
"SDHD_ECOLI"	"ECOLI"	6171.5	NA	NA	52970.3333333333	48123	57395.6666666667
"SEC13_HUMAN"	"HUMAN"	128988.333333333	129008.333333333	113268.666666667	99813	102638.666666667	107012.333333333
"SECA_ECOLI"	"ECOLI"	NA	NA	NA	26140.5	30776	40506
"SELD_ECOLI"	"ECOLI"	NA	NA	NA	35001	28632	36792
"SEPT2_HUMAN"	"HUMAN"	198621	190314.666666667	241755	188078.666666667	221622	193152.333333333
"SEPT7_HUMAN"	"HUMAN"	158589.666666667	177469.333333333	179616	155377	154768.666666667	178490.666666667
"SEPT9_HUMAN"	"HUMAN"	100050	91355.5	87716.5	90691	95013	86233
"SERC_HUMAN"	"HUMAN"	89784	95181	107907.666666667	101892.333333333	101928.333333333	106749.333333333
"SERPH_HUMAN"	"HUMAN"	570801.666666667	666557	391446.333333333	657084.666666667	587226	679419.333333333
"SET_HUMAN"	"HUMAN"	624597.5	737020	698606	NA	NA	NA
"SETX_HUMAN"	"HUMAN"	62195.5	70542.5	79139	NA	23595.5	30385
"SF01_HUMAN"	"HUMAN"	144044	145946	145312	NA	NA	NA
"SF3A1_HUMAN"	"HUMAN"	101895.333333333	96646.3333333333	96244.6666666667	100429.333333333	85410.3333333333	93103.3333333333
"SF3A3_HUMAN"	"HUMAN"	47038.3333333333	40821.3333333333	NA	21551.3333333333	52457.6666666667	54472.6666666667
"SF3B1_HUMAN"	"HUMAN"	128409.333333333	133688.333333333	137265.666666667	154441	128422.333333333	141100
"SF3B2_HUMAN"	"HUMAN"	NA	NA	NA	19003.5	18234	22116
"SF3B3_HUMAN"	"HUMAN"	94920	82089.3333333333	94090	111525	NA	NA
"SF3B4_HUMAN"	"HUMAN"	NA	90689	116824	NA	134169.5	115325.5
"SFPQ_HUMAN"	"HUMAN"	197262.333333333	218005.333333333	298250.5	166572.333333333	106808	166170.333333333
"SFXN1_HUMAN"	"HUMAN"	257431	242686.666666667	48739	215056.666666667	190653.666666667	224489.666666667
"SH3G1_HUMAN"	"HUMAN"	78292.5	62272	61294	39165.5	39525	45709.5
"SHIP2_HUMAN"	"HUMAN"	77168.6666666667	86778.6666666667	71579	20422.6666666667	22934	25328
"SK2L2_HUMAN"	"HUMAN"	52161	45945.3333333333	45073.3333333333	37149.6666666667	29020.6666666667	28642.3333333333
"SKP_ECOLI"	"ECOLI"	NA	NA	NA	275227.5	265806	270035.5
"SKP1_HUMAN"	"HUMAN"	79939.5	98075.5	84915	108087	NA	40377.5
"SKT_HUMAN"	"HUMAN"	NA	NA	NA	7277.5	NA	6884.5
"SLK_HUMAN"	"HUMAN"	8060.5	6774	7493.5	8166	6563.5	NA
"SLP_ECOLI"	"ECOLI"	45265.6666666667	49206.6666666667	37786	538168.666666667	589497.666666667	738462
"SMC1A_HUMAN"	"HUMAN"	84356	144401	156197.333333333	75956.3333333333	150482	157458.333333333
"SMC2_HUMAN"	"HUMAN"	NA	NA	NA	34167.5	37460.5	35652
"SMC3_HUMAN"	"HUMAN"	72433	72389.6666666667	34135.6666666667	38563.3333333333	59453.3333333333	64453.6666666667
"SMC4_HUMAN"	"HUMAN"	91550.5	83552.5	87922	62499.3333333333	86345.5	72000.3333333333
"SMCA5_HUMAN"	"HUMAN"	52550.6666666667	61108.3333333333	44925.3333333333	46599.3333333333	52706.3333333333	56448
"SMG1_HUMAN"	"HUMAN"	58750.6666666667	51072	48871.6666666667	63055.5	NA	61571.5
"SMHD1_HUMAN"	"HUMAN"	NA	365612	380674	NA	NA	NA
"SND1_HUMAN"	"HUMAN"	379455.666666667	378299.333333333	446117	288079	305960	316247.333333333
"SNPC4_HUMAN"	"HUMAN"	NA	126610	152217.5	NA	NA	NA
"SODC_HUMAN"	"HUMAN"	NA	NA	NA	NA	57747.5	51480
"SODF_ECOLI"	"ECOLI"	265066	286856	265587.666666667	809480.666666667	913928	847717.333333333
"SODM_HUMAN"	"HUMAN"	NA	NA	NA	153645.5	152849.5	NA
"SP16H_HUMAN"	"HUMAN"	52295.6666666667	52803.6666666667	92757.6666666667	55809	55439.6666666667	54726.6666666667
"SPB1_HUMAN"	"HUMAN"	74995	86188	86420.5	NA	NA	NA
"SPB5_HUMAN"	"HUMAN"	135147	102145.333333333	109609.666666667	75552.3333333333	73569.6666666667	70025
"SPB6_HUMAN"	"HUMAN"	126797.333333333	122558.333333333	126048.666666667	110557.333333333	110122.333333333	108651
"SPEA_ECOLI"	"ECOLI"	4678	NA	NA	58803	58016.5	63289
"SPEG_HUMAN"	"HUMAN"	4227	4193.33333333333	NA	12838.6666666667	14129	22622.3333333333
"SPRE_HUMAN"	"HUMAN"	103665.5	101044	NA	69311.5	77408	64544.5
"SPSY_HUMAN"	"HUMAN"	90617	89656.3333333333	99598.6666666667	150991.5	157763.5	109618
"SPTB2_HUMAN"	"HUMAN"	144036.666666667	143848.333333333	142464	47283.3333333333	69637.3333333333	65532.6666666667
"SPTN1_HUMAN"	"HUMAN"	179215.666666667	169261	190875.666666667	171417.333333333	167586.666666667	220627.333333333
"SPTN2_HUMAN"	"HUMAN"	NA	NA	NA	31544	NA	35820.5
"SQRD_HUMAN"	"HUMAN"	149892	129549.5	137657.5	NA	NA	NA
"SQSTM_HUMAN"	"HUMAN"	39372.5	NA	52324.5	38133.5	49212.5	61393.5
"SRC8_HUMAN"	"HUMAN"	78884.6666666667	95511.3333333333	89602.6666666667	67522.6666666667	52670	63957.5
"SRP54_HUMAN"	"HUMAN"	45924	47149.6666666667	59568.5	44029.5	42594.5	44188.5
"SRP68_HUMAN"	"HUMAN"	NA	75027.3333333333	NA	124165	114798.5	119137.5
"SRP72_HUMAN"	"HUMAN"	78718.3333333333	77329	75100.3333333333	90945.6666666667	77319	90190
"SRPRB_HUMAN"	"HUMAN"	76680.6666666667	67496.3333333333	82658.5	94863	84794	97548.6666666667
"SRRM1_HUMAN"	"HUMAN"	62279	60064.5	51273.5	46502.5	41263	NA
"SRRM2_HUMAN"	"HUMAN"	53409.3333333333	50131.6666666667	48024	59077.5	56614	60413.5
