id;species
O95886;HUMAN
Q9Y2H0;HUMAN
Q15398;HUMAN
P80370;HUMAN
Q6UY11;HUMAN
Q9NYJ7;HUMAN
O00548;HUMAN
Q9NR61;HUMAN
Q86YH6;HUMAN
Q8TF09;HUMAN
Q9NP97;HUMAN
P56177;HUMAN
Q07687;HUMAN
O60479;HUMAN
Q92988;HUMAN
P56178;HUMAN
P56179;HUMAN
Q9NPF5;HUMAN
P28067;HUMAN
Q9UGM3;HUMAN
Q8NFW5;HUMAN
P28068;HUMAN
Q14565;HUMAN
P11532;HUMAN
Q6E0U4;HUMAN
Q13316;HUMAN
Q6PK57;HUMAN
Q6ZS02;HUMAN
Q8IXL6;HUMAN
Q09013;HUMAN
Q9Y5R6;HUMAN
Q9Y5R5;HUMAN
Q9NQL9;HUMAN
Q5VZB9;HUMAN
Q96MA1;HUMAN
Q5HYR2;HUMAN
Q8IXT2;HUMAN
Q96SC8;HUMAN
Q9Y222;HUMAN
Q09019;HUMAN
Q9Y485;HUMAN
Q8TDJ6;HUMAN
P51530;HUMAN
Q9UI46;HUMAN
Q9GZS0;HUMAN
Q4LDG9;HUMAN
O96015;HUMAN
P24855;HUMAN
Q8IYX4;HUMAN
Q96M86;HUMAN
Q8NFT8;HUMAN
Q9UF47;HUMAN
Q8N7S2;HUMAN
P31689;HUMAN
O60884;HUMAN
Q8WW22;HUMAN
P25685;HUMAN
Q96EY1;HUMAN
P25686;HUMAN
Q8WWF6;HUMAN
Q9UDY4;HUMAN
O75953;HUMAN
Q7Z6W7;HUMAN
O75190;HUMAN
Q8NHS0;HUMAN
Q9UBS3;HUMAN
Q96KC8;HUMAN
Q99543;HUMAN
Q13217;HUMAN
Q9NNZ3;HUMAN
Q99615;HUMAN
Q9H3Z4;HUMAN
O75937;HUMAN
Q8WXX5;HUMAN
P18858;HUMAN
P49916;HUMAN
P49917;HUMAN
Q5SXM8;HUMAN
O00429;HUMAN
Q9Y6K1;HUMAN
Q9UBC3;HUMAN
Q9UJW3;HUMAN
Q6XZF7;HUMAN
P26358;HUMAN
Q9ULA0;HUMAN
O43598;HUMAN
O00115;HUMAN
Q8WZ79;HUMAN
Q92874;HUMAN
P49184;HUMAN
Q13609;HUMAN
P06340;HUMAN
Q96BY6;HUMAN
P13765;HUMAN
Q5JSL3;HUMAN
Q14183;HUMAN
Q14184;HUMAN
Q14185;HUMAN
Q8IZD9;HUMAN
Q92608;HUMAN
Q9H7D0;HUMAN
Q8N1I0;HUMAN
Q96HP0;HUMAN
Q8NF50;HUMAN
Q9BZ29;HUMAN
Q96N67;HUMAN
Q9BU89;HUMAN
Q99704;HUMAN
O60496;HUMAN
Q7L591;HUMAN
Q9P104;HUMAN
Q6PKX4;HUMAN
Q8TEW6;HUMAN
Q18PE1;HUMAN
Q9UPQ8;HUMAN
Q9NYP3;HUMAN
Q5JWR5;HUMAN
Q9Y3R5;HUMAN
P30046;HUMAN
P09172;HUMAN
Q86YN1;HUMAN
Q8N350;HUMAN
Q8TEK3;HUMAN
Q1HG44;HUMAN
Q9UKG1;HUMAN
Q8NEU8;HUMAN
P20036;HUMAN
Q1HG43;HUMAN
P04440;HUMAN
Q86SG4;HUMAN
Q9BVM2;HUMAN
Q3MIW9;HUMAN
P16444;HUMAN
Q9H4A9;HUMAN
Q9H4B8;HUMAN
Q92782;HUMAN
Q92784;HUMAN
Q9BZG8;HUMAN
Q9BQC3;HUMAN
Q9H4G8;HUMAN
Q96FX2;HUMAN
Q9H2P9;HUMAN
Q7L8W6;HUMAN
Q9BTV6;HUMAN
O60762;HUMAN
O94777;HUMAN
Q9P2X0;HUMAN
Q14181;HUMAN
P28340;HUMAN
P49005;HUMAN
Q15054;HUMAN
Q9HCU8;HUMAN
Q07864;HUMAN
P56282;HUMAN
Q9NRF9;HUMAN
Q9NR33;HUMAN
Q9UHN1;HUMAN
P54098;HUMAN
P09884;HUMAN
P06746;HUMAN
Q9UGP5;HUMAN
Q9NP87;HUMAN
Q7Z5Q5;HUMAN
O75417;HUMAN
O60673;HUMAN
Q8N608;HUMAN
Q9UHL4;HUMAN
Q9NY33;HUMAN
P27487;HUMAN
Q6V1X1;HUMAN
P42658;HUMAN
Q86TI2;HUMAN
Q6W0C5;HUMAN
Q7Z7J5;HUMAN
A6NC42;HUMAN
Q7L190;HUMAN
A6NFQ7;HUMAN
Q5T2R2;HUMAN
Q8TB45;HUMAN
Q9C005;HUMAN
Q12882;HUMAN
Q14194;HUMAN
Q16555;HUMAN
O14531;HUMAN
Q14195;HUMAN
Q9BPU6;HUMAN
Q14117;HUMAN
P01906;HUMAN
P01920;HUMAN
P01909;HUMAN
P05538;HUMAN
Q8TE96;HUMAN
P0CG22;HUMAN
Q6PKH6;HUMAN
Q8NEX9;HUMAN
Q8N682;HUMAN
Q6UX65;HUMAN
Q8NBI3;HUMAN
P01903;HUMAN
P79483;HUMAN
P13762;HUMAN
Q30154;HUMAN
Q96MC2;HUMAN
P21728;HUMAN
P14416;HUMAN
P35462;HUMAN
P21917;HUMAN
P21918;HUMAN
Q16643;HUMAN
Q9Y295;HUMAN
P55039;HUMAN
A6NNA5;HUMAN
Q13474;HUMAN
Q6IAN0;HUMAN
A6NNS2;HUMAN
Q6B8I1;HUMAN
Q9UII6;HUMAN
C9JQL5;HUMAN
Q08554;HUMAN
P59022;HUMAN
Q02487;HUMAN
Q14574;HUMAN
Q8TD84;HUMAN
O60469;HUMAN
O14972;HUMAN
P56555;HUMAN
P57055;HUMAN
Q96T75;HUMAN
P59020;HUMAN
Q8IZU8;HUMAN
Q9UL01;HUMAN
Q02413;HUMAN
Q14126;HUMAN
P32926;HUMAN
Q86SJ6;HUMAN
Q9H410;HUMAN
Q9NZW4;HUMAN
P55265;HUMAN
P60896;HUMAN
Q96EV8;HUMAN
Q8TEA8;HUMAN
Q96FN9;HUMAN
Q6ZMT9;HUMAN
Q9NZJ0;HUMAN
Q9Y4J8;HUMAN
O60941;HUMAN
Q8N5C7;HUMAN
Q8NBA8;HUMAN
Q86Y01;HUMAN
Q86UW9;HUMAN
Q8TDB6;HUMAN
Q8N9I9;HUMAN
Q9Y2E6;HUMAN
P0CJ85;HUMAN
P0CJ86;HUMAN
P0CJ87;HUMAN
P0CJ88;HUMAN
P0CJ89;HUMAN
P0CJ90;HUMAN
Q9NRD9;HUMAN
Q9NRD8;HUMAN
Q68J44;HUMAN
Q9Y6W6;HUMAN
O75319;HUMAN
O95147;HUMAN
Q9H1R2;HUMAN
Q9UNI6;HUMAN
Q8NEJ0;HUMAN
Q9BY84;HUMAN
Q8WTR2;HUMAN
Q6P1R4;HUMAN
P28562;HUMAN
Q9H596;HUMAN
Q9NRW4;HUMAN
Q9BVJ7;HUMAN
Q9BV47;HUMAN
Q5VZP5;HUMAN
Q4G0W2;HUMAN
Q9NX74;HUMAN
Q05923;HUMAN
Q96G46;HUMAN
O95620;HUMAN
P51452;HUMAN
Q13115;HUMAN
Q16690;HUMAN
Q16828;HUMAN
Q16829;HUMAN
Q13202;HUMAN
Q99956;HUMAN
Q6XUX3;HUMAN
Q6ZN92;HUMAN
P33316;HUMAN
O75505;HUMAN
O43812;HUMAN
Q96PT4;HUMAN
Q6RFH8;HUMAN
Q9UBX2;HUMAN
Q96PT3;HUMAN
A6NLW8;HUMAN
O14640;HUMAN
O14641;HUMAN
P54792;HUMAN
Q92997;HUMAN
Q5JSJ4;HUMAN
O00148;HUMAN
Q13838;HUMAN
O77932;HUMAN
Q8WWB3;HUMAN
Q96IM9;HUMAN
Q96DT5;HUMAN
Q8IVF4;HUMAN
Q6ZR08;HUMAN
Q0VDD8;HUMAN
Q9UFH2;HUMAN
Q9P2D7;HUMAN
Q9P225;HUMAN
Q8TD57;HUMAN
Q8TE73;HUMAN
Q9C0G6;HUMAN
Q8WXX0;HUMAN
Q96JB1;HUMAN
Q9NYC9;HUMAN
Q14204;HUMAN
Q8NCM8;HUMAN
P63167;HUMAN
Q96FJ2;HUMAN
P63172;HUMAN
P51808;HUMAN
Q7RTS9;HUMAN
Q05193;HUMAN
P50570;HUMAN
Q9UQ16;HUMAN
Q8N1N2;HUMAN
Q13627;HUMAN
Q9Y463;HUMAN
Q92630;HUMAN
Q9NR20;HUMAN
O43781;HUMAN
Q86XF0;HUMAN
P00374;HUMAN
O75923;HUMAN
Q03001;HUMAN
A2CJ06;HUMAN
Q8WXU2;HUMAN
Q9NVP4;HUMAN
Q8IYY4;HUMAN
Q86YF9;HUMAN
Q86Y13;HUMAN
Q9BQI3;HUMAN
P19525;HUMAN
Q9P2K8;HUMAN
Q9NZJ5;HUMAN
Q01094;HUMAN
Q14209;HUMAN
O00716;HUMAN
Q16254;HUMAN
Q15329;HUMAN
O75461;HUMAN
Q96AV8;HUMAN
A0AVK6;HUMAN
Q6ZTU2;HUMAN
Q9H4G0;HUMAN
O43491;HUMAN
Q9Y2J2;HUMAN
Q9HCM4;HUMAN
Q9HCS5;HUMAN
Q9H329;HUMAN
Q66K89;HUMAN
Q3SY89;HUMAN
A6NLF2;HUMAN
P43003;HUMAN
P43004;HUMAN
P43005;HUMAN
P48664;HUMAN
O00341;HUMAN
Q96JC9;HUMAN
Q96CJ1;HUMAN
Q9HAF1;HUMAN
Q56P03;HUMAN
P0CF75;HUMAN
Q6P2I7;HUMAN
Q99848;HUMAN
Q9BY08;HUMAN
Q15125;HUMAN
P42892;HUMAN
O60344;HUMAN
O95672;HUMAN
Q13011;HUMAN
P40939;HUMAN
P55084;HUMAN
Q9NTX5;HUMAN
Q86YB7;HUMAN
Q96DC8;HUMAN
P30084;HUMAN
Q08426;HUMAN
P42126;HUMAN
O75521;HUMAN
Q16610;HUMAN
Q5VYK3;HUMAN
O94769;HUMAN
P12724;HUMAN
Q19T08;HUMAN
Q9BQ95;HUMAN
Q008S8;HUMAN
Q9H8V3;HUMAN
Q8WWZ3;HUMAN
Q9UNE0;HUMAN
Q92838;HUMAN
Q96F86;HUMAN
Q6P2E9;HUMAN
Q92611;HUMAN
Q9BV94;HUMAN
Q9BZQ6;HUMAN
O43854;HUMAN
P05305;HUMAN
O60869;HUMAN
P20800;HUMAN
P14138;HUMAN
P25101;HUMAN
P24530;HUMAN
Q3B7T1;HUMAN
Q15075;HUMAN
O75530;HUMAN
Q7L9B9;HUMAN
P68104;HUMAN
Q05639;HUMAN
Q5VTE0;HUMAN
P24534;HUMAN
Q658K8;HUMAN
P29692;HUMAN
P26641;HUMAN
O00418;HUMAN
P13639;HUMAN
A6NFE3;HUMAN
Q9BUY7;HUMAN
Q6NXP0;HUMAN
Q8IY85;HUMAN
O75071;HUMAN
P60608;HUMAN
P60507;HUMAN
Q8N4Y2;HUMAN
Q9BSW2;HUMAN
Q9HAE3;HUMAN
Q5VUJ9;HUMAN
Q8N7B9;HUMAN
A4FU69;HUMAN
Q5THR3;HUMAN
A8K855;HUMAN
A8MZ26;HUMAN
Q9HA90;HUMAN
A8MWE9;HUMAN
Q96RP9;HUMAN
Q8N7U6;HUMAN
Q5JST6;HUMAN
Q9BUP0;HUMAN
Q5JVL4;HUMAN
Q96C19;HUMAN
P20827;HUMAN
O43921;HUMAN
P52797;HUMAN
P52798;HUMAN
P52803;HUMAN
P52799;HUMAN
Q15768;HUMAN
P98172;HUMAN
Q14156;HUMAN
Q9Y2G0;HUMAN
P60508;HUMAN
O43281;HUMAN
P43897;HUMAN
P49411;HUMAN
Q0D2K5;HUMAN
Q8IUX8;HUMAN
Q9UHF1;HUMAN
Q99944;HUMAN
Q63HQ2;HUMAN
P00533;HUMAN
P01133;HUMAN
Q96KS0;HUMAN
Q9GZT9;HUMAN
Q9H6Z9;HUMAN
P17813;HUMAN
P18146;HUMAN
P11161;HUMAN
Q06889;HUMAN
Q05215;HUMAN
Q8N3D4;HUMAN
Q8NDI1;HUMAN
Q9H4M9;HUMAN
Q9NZN4;HUMAN
Q9NZN3;HUMAN
Q9H223;HUMAN
Q9NZC4;HUMAN
Q9H9B1;HUMAN
Q96KQ7;HUMAN
O14681;HUMAN
Q14232;HUMAN
P49770;HUMAN
Q9UI10;HUMAN
Q13144;HUMAN
Q9NR50;HUMAN
Q9Y6B2;HUMAN
Q96D98;HUMAN
Q8N6I1;HUMAN
Q8N140;HUMAN
Q8N9N8;HUMAN
O60739;HUMAN
P41567;HUMAN
Q9BY44;HUMAN
P41214;HUMAN
Q14152;HUMAN
P55884;HUMAN
Q99613;HUMAN
O15371;HUMAN
P60228;HUMAN
O00303;HUMAN
O75821;HUMAN
O15372;HUMAN
Q13347;HUMAN
O75822;HUMAN
Q9UBQ5;HUMAN
Q9Y262;HUMAN
Q7L2H7;HUMAN
B5ME19;HUMAN
Q9HBU6;HUMAN
Q9NVF9;HUMAN
P19957;HUMAN
Q15717;HUMAN
Q12926;HUMAN
Q14576;HUMAN
P26378;HUMAN
P32519;HUMAN
Q15723;HUMAN
P78545;HUMAN
Q9UKW6;HUMAN
Q99607;HUMAN
P0C7U0;HUMAN
P41970;HUMAN
P28324;HUMAN
P19419;HUMAN
O00472;HUMAN
Q9HB65;HUMAN
P55199;HUMAN
Q8N336;HUMAN
Q8IZ81;HUMAN
Q96FG2;HUMAN
Q92556;HUMAN
Q96JJ3;HUMAN
Q96BJ8;HUMAN
P15502;HUMAN
P08246;HUMAN
Q14241;HUMAN
Q8IYF1;HUMAN
Q8NG57;HUMAN
Q15370;HUMAN
Q15369;HUMAN
P60002;HUMAN
Q9BW60;HUMAN
Q9NXB9;HUMAN
Q9HB03;HUMAN
Q9GZR5;HUMAN
Q9NYP7;HUMAN
Q9H5J4;HUMAN
A1L3X0;HUMAN
O95163;HUMAN
Q6IA86;HUMAN
Q9H9T3;HUMAN
Q96EB1;HUMAN
Q8TE02;HUMAN
Q0PNE2;HUMAN
Q9HBW9;HUMAN
Q8WYP5;HUMAN
Q00013;HUMAN
O00423;HUMAN
O95834;HUMAN
Q32P44;HUMAN
Q9HC35;HUMAN
Q05BV3;HUMAN
Q6ZMW3;HUMAN
Q5T6L9;HUMAN
Q6PCB8;HUMAN
Q5UCC4;HUMAN
Q8N766;HUMAN
Q15006;HUMAN
Q9P0I2;HUMAN
Q5J8M3;HUMAN
Q9BV81;HUMAN
Q9NPA0;HUMAN
O43402;HUMAN
Q9Y3B6;HUMAN
Q96AY2;HUMAN
A4GXA9;HUMAN
P50402;HUMAN
Q96A84;HUMAN
Q9Y6C2;HUMAN
Q9BXX0;HUMAN
Q9NT22;HUMAN
P54849;HUMAN
P54851;HUMAN
P54852;HUMAN
Q14246;HUMAN
Q9UHX3;HUMAN
Q9BY15;HUMAN
Q86SQ3;HUMAN
Q9H4I9;HUMAN
Q6PJG2;HUMAN
Q7Z589;HUMAN
Q04741;HUMAN
Q04743;HUMAN
Q9NRM1;HUMAN
Q8N8S7;HUMAN
Q8NFI3;HUMAN
O14682;HUMAN
O94919;HUMAN
P21128;HUMAN
Q8N8Q3;HUMAN
Q9N2J8;HUMAN
Q9N2K0;HUMAN
Q6UWT2;HUMAN
P61566;HUMAN
P61567;HUMAN
P61568;HUMAN
Q9NX77;HUMAN
P61570;HUMAN
P61565;HUMAN
Q69384;HUMAN
O71037;HUMAN
Q9UKH3;HUMAN
Q902F9;HUMAN
Q902F8;HUMAN
Q9HDB8;HUMAN
O42043;HUMAN
Q9H0I2;HUMAN
Q8TC29;HUMAN
Q03111;HUMAN
A6NNW6;HUMAN
P06733;HUMAN
P13929;HUMAN
Q7L5Y1;HUMAN
P09104;HUMAN
Q9UHY7;HUMAN
Q8TC92;HUMAN
Q16206;HUMAN
Q58FF3;HUMAN
P14625;HUMAN
P22413;HUMAN
Q13822;HUMAN
O14638;HUMAN
Q9Y6X5;HUMAN
Q9UJA9;HUMAN
Q6UWR7;HUMAN
Q6UWV6;HUMAN
Q14264;HUMAN
O43768;HUMAN
P61550;HUMAN
Q8IYW4;HUMAN
P98073;HUMAN
P49961;HUMAN
Q9Y5L3;HUMAN
O75355;HUMAN
O75356;HUMAN
Q9Y227;HUMAN
O75354;HUMAN
Q9NQZ7;HUMAN
Q5MY95;HUMAN
Q9UQF0;HUMAN
Q9NPA8;HUMAN
Q5NDL2;HUMAN
Q9UBC2;HUMAN
B3EWF7;HUMAN
O95936;HUMAN
Q09472;HUMAN
Q14507;HUMAN
P56851;HUMAN
Q96L91;HUMAN
A6NDY0;HUMAN
Q14236;HUMAN
Q99814;HUMAN
P16452;HUMAN
Q9H2F5;HUMAN
Q52LR7;HUMAN
P16422;HUMAN
Q9UNN8;HUMAN
Q9UM22;HUMAN
Q6UW88;HUMAN
Q9HCE0;HUMAN
P21709;HUMAN
P29317;HUMAN
P29320;HUMAN
P54764;HUMAN
P54756;HUMAN
Q9UF33;HUMAN
Q15375;HUMAN
P29322;HUMAN
Q5JZY3;HUMAN
P54762;HUMAN
P29323;HUMAN
P54753;HUMAN
P54760;HUMAN
O15197;HUMAN
Q9H6B9;HUMAN
Q8IUS5;HUMAN
P58107;HUMAN
O95278;HUMAN
Q7L775;HUMAN
Q9Y6I3;HUMAN
O95208;HUMAN
Q9H201;HUMAN
Q14677;HUMAN
P19235;HUMAN
P01588;HUMAN
O95925;HUMAN
P42566;HUMAN
Q12929;HUMAN
Q9C0D9;HUMAN
Q99645;HUMAN
Q9NQ60;HUMAN
A4D997;HUMAN
O75616;HUMAN
Q9NZ08;HUMAN
Q6P179;HUMAN
P0C838;HUMAN
P60509;HUMAN
P04626;HUMAN
P21860;HUMAN
Q15303;HUMAN
O15083;HUMAN
Q2NKX8;HUMAN
P07992;HUMAN
P18074;HUMAN
P19447;HUMAN
P28715;HUMAN
Q13216;HUMAN
Q03468;HUMAN
P24390;HUMAN
P33947;HUMAN
O43731;HUMAN
O14944;HUMAN
P62495;HUMAN
P15170;HUMAN
Q8IYD1;HUMAN
P50548;HUMAN
Q14534;HUMAN
O76062;HUMAN
Q9UKR5;HUMAN
P48449;HUMAN
Q969X5;HUMAN
Q96RQ1;HUMAN
Q9Y282;HUMAN
P11308;HUMAN
P84090;HUMAN
Q8IV48;HUMAN
A8K979;HUMAN
Q86X53;HUMAN
A1L162;HUMAN
O76042;HUMAN
O43414;HUMAN
Q96DZ1;HUMAN
O75477;HUMAN
O94905;HUMAN
Q96PL5;HUMAN
Q8TAM6;HUMAN
Q7Z2K6;HUMAN
Q76MJ5;HUMAN
O75460;HUMAN
Q96HE7;HUMAN
Q86YB8;HUMAN
Q96DN0;HUMAN
P30040;HUMAN
Q9BS26;HUMAN
P11474;HUMAN
O95718;HUMAN
P62508;HUMAN
Q9UJM3;HUMAN
B6SEH8;HUMAN
B6SEH9;HUMAN
P30042;HUMAN
Q8TE68;HUMAN
Q9H6S3;HUMAN
Q8TE67;HUMAN
Q96AP7;HUMAN
Q5FWF5;HUMAN
Q56NI9;HUMAN
Q9H501;HUMAN
Q96J88;HUMAN
Q9NQ30;HUMAN
Q96BH3;HUMAN
Q14674;HUMAN
Q6ZVH7;HUMAN
B1AK53;HUMAN
P03372;HUMAN
Q92731;HUMAN
Q6NXG1;HUMAN
Q9H6T0;HUMAN
Q86US8;HUMAN
P23141;HUMAN
O00748;HUMAN
Q6UWW8;HUMAN
Q5XG92;HUMAN
Q6NT32;HUMAN
P10768;HUMAN
Q8N693;HUMAN
Q9BSJ8;HUMAN
A0FGR9;HUMAN
A0FGR8;HUMAN
Q9NY74;HUMAN
O60883;HUMAN
P13804;HUMAN
P38117;HUMAN
Q16134;HUMAN
O95571;HUMAN
P14921;HUMAN
P15036;HUMAN
Q7Z2Z2;HUMAN
P50549;HUMAN
O00321;HUMAN
Q6ZN32;HUMAN
P41162;HUMAN
P43268;HUMAN
P41161;HUMAN
P41212;HUMAN
Q9Y603;HUMAN
Q9NYK6;HUMAN
Q9H8M9;HUMAN
Q9NVM1;HUMAN
P58658;HUMAN
P57679;HUMAN
Q9BZE7;HUMAN
P22794;HUMAN
Q03112;HUMAN
P34910;HUMAN
Q96CN4;HUMAN
O60447;HUMAN
Q9UI08;HUMAN
A8MZ36;HUMAN
Q92817;HUMAN
P49640;HUMAN
Q03828;HUMAN
Q01844;HUMAN
Q86VI1;HUMAN
Q2M3D2;HUMAN
Q17RC7;HUMAN
Q9Y2D4;HUMAN
Q8NHP7;HUMAN
Q9NVH0;HUMAN
Q9UQ84;HUMAN
Q9H790;HUMAN
Q9NV70;HUMAN
Q96KP1;HUMAN
O60645;HUMAN
Q96A65;HUMAN
O00471;HUMAN
Q8TAG9;HUMAN
Q9UPT5;HUMAN
Q8IYI6;HUMAN
Q9Y2C4;HUMAN
Q9Y3B2;HUMAN
Q13868;HUMAN
Q9NQT5;HUMAN
Q9NPD3;HUMAN
Q9NQT4;HUMAN
Q5RKV6;HUMAN
Q15024;HUMAN
Q96B26;HUMAN
Q06265;HUMAN
Q01780;HUMAN
Q8NEV8;HUMAN
Q16394;HUMAN
Q93063;HUMAN
Q92935;HUMAN
Q9UBQ6;HUMAN
O43909;HUMAN
O00167;HUMAN
Q99502;HUMAN
Q99504;HUMAN
O95677;HUMAN
Q5T1H1;HUMAN
Q92800;HUMAN
Q15910;HUMAN
P15311;HUMAN
Q6ZTI6;HUMAN
Q8N5W9;HUMAN
Q5T9C2;HUMAN
Q5T8I3;HUMAN
Q969W3;HUMAN
Q5XKR9;HUMAN
Q9NUU6;HUMAN
Q4KMX7;HUMAN
A6NHU5;HUMAN
P0CH98;HUMAN
O95990;HUMAN
Q9H098;HUMAN
Q8NFI4;HUMAN
Q70Z53;HUMAN
P50502;HUMAN
Q9BQ89;HUMAN
Q8TC76;HUMAN
Q8TAY7;HUMAN
Q1W6H9;HUMAN
Q96PZ2;HUMAN
Q6SJ93;HUMAN
Q9NRY5;HUMAN
Q9Y4C2;HUMAN
A6NFQ2;HUMAN
Q9C073;HUMAN
Q6P1L5;HUMAN
Q9NWS6;HUMAN
Q9BPY3;HUMAN
Q9NZB2;HUMAN
Q9NX05;HUMAN
Q96EK7;HUMAN
Q5T036;HUMAN
Q96E09;HUMAN
Q7Z309;HUMAN
Q86V42;HUMAN
Q9H5Z6;HUMAN
Q8IXS8;HUMAN
A6ZKI3;HUMAN
Q9BWD3;HUMAN
Q17RB0;HUMAN
Q6UXB0;HUMAN
Q86XD5;HUMAN
Q96AQ9;HUMAN
Q4G0M1;HUMAN
Q5T7M4;HUMAN
Q8N9E0;HUMAN
Q5BKY9;HUMAN
Q8NC44;HUMAN
Q9H6L5;HUMAN
Q86VR2;HUMAN
Q9P2D6;HUMAN
Q49AJ0;HUMAN
Q96C01;HUMAN
P00488;HUMAN
P05160;HUMAN
A5PLN7;HUMAN
Q96BN6;HUMAN
Q6UXT8;HUMAN
Q6UX46;HUMAN
Q8WW52;HUMAN
Q6UXP7;HUMAN
Q9UHL3;HUMAN
P0C7A2;HUMAN
Q494X1;HUMAN
Q8IYX7;HUMAN
Q658L1;HUMAN
B1AL88;HUMAN
O75949;HUMAN
C9JC47;HUMAN
P0CG42;HUMAN
P0CG43;HUMAN
Q6UWV7;HUMAN
A6NKW6;HUMAN
Q96MY7;HUMAN
Q3B820;HUMAN
Q96A26;HUMAN
Q5T6X4;HUMAN
Q96GL9;HUMAN
P0C2L3;HUMAN
Q6J272;HUMAN
A8MTA8;HUMAN
Q96KS9;HUMAN
Q9BTA0;HUMAN
Q92567;HUMAN
A1KXE4;HUMAN
Q9Y6X4;HUMAN
Q8N8A8;HUMAN
Q05DH4;HUMAN
Q8N612;HUMAN
Q5W0V3;HUMAN
Q86V87;HUMAN
P09467;HUMAN
O00757;HUMAN
A1A519;HUMAN
A6NMN3;HUMAN
Q5VUB5;HUMAN
A8MVW0;HUMAN
Q6P995;HUMAN
Q8WUF8;HUMAN
A6NC97;HUMAN
Q9BQD7;HUMAN
Q6P4H8;HUMAN
Q8TBP5;HUMAN
Q3ZCQ3;HUMAN
Q6UWZ7;HUMAN
Q15018;HUMAN
Q8N128;HUMAN
A6PVY3;HUMAN
Q8IX21;HUMAN
Q8IXR5;HUMAN
Q6ZUX3;HUMAN
Q9Y4F4;HUMAN
Q6UWF9;HUMAN
Q6P0A1;HUMAN
Q8N9Y4;HUMAN
A6NEQ2;HUMAN
Q5T1J6;HUMAN
Q5T319;HUMAN
A6NL82;HUMAN
Q6ZVS7;HUMAN
Q8NB25;HUMAN
Q9ULE4;HUMAN
Q8N0U4;HUMAN
A6NE01;HUMAN
Q8IYM0;HUMAN
A6NFU0;HUMAN
Q17R55;HUMAN
A8MYZ0;HUMAN
Q9H8M7;HUMAN
Q4G0A6;HUMAN
O60320;HUMAN
Q15884;HUMAN
P81408;HUMAN
Q9GZU8;HUMAN
P78312;HUMAN
Q96PV7;HUMAN
Q7L0X2;HUMAN
Q5W0A0;HUMAN
Q9BUT9;HUMAN
C9JLW8;HUMAN
Q6ZSG2;HUMAN
A6NMK8;HUMAN
Q9UFP1;HUMAN
Q6UWH4;HUMAN
Q6PEV8;HUMAN
Q7Z5A9;HUMAN
Q8N3H0;HUMAN
Q7Z5A8;HUMAN
Q96LR4;HUMAN
Q7Z5A7;HUMAN
Q8TCP9;HUMAN
P0CF97;HUMAN
Q5SY85;HUMAN
Q9BTY7;HUMAN
P0CB43;HUMAN
Q9H8W3;HUMAN
Q6ZU69;HUMAN
Q63HN1;HUMAN
Q9NX38;HUMAN
Q9NSI2;HUMAN
Q9UK61;HUMAN
Q5VWN6;HUMAN
Q5JX71;HUMAN
Q5JX69;HUMAN
Q96ND0;HUMAN
Q96KR6;HUMAN
Q8NAA5;HUMAN
Q2VPJ9;HUMAN
Q9NTI7;HUMAN
Q96EL1;HUMAN
Q9BRX8;HUMAN
Q32MH5;HUMAN
Q7L5A3;HUMAN
Q9Y5M1;HUMAN
Q8WUB2;HUMAN
Q8N7L0;HUMAN
Q8IXS0;HUMAN
Q9NTX9;HUMAN
Q96MZ4;HUMAN
Q8IW50;HUMAN
Q5XKK7;HUMAN
Q7Z4H9;HUMAN
B1ANY3;HUMAN
A4D161;HUMAN
A6H8Z2;HUMAN
Q5U5X8;HUMAN
Q8WU58;HUMAN
Q6P4D5;HUMAN
Q8IWN6;HUMAN
A6NKX1;HUMAN
Q96M60;HUMAN
F5H4B4;HUMAN
Q86W67;HUMAN
P0C875;HUMAN
H3BQW9;HUMAN
Q4G0N7;HUMAN
A8MYX2;HUMAN
O60825;HUMAN
P16118;HUMAN
Q16875;HUMAN
Q16877;HUMAN
Q5T7N8;HUMAN
Q5T7N7;HUMAN
Q5SNX5;HUMAN
Q08E93;HUMAN
Q6IPT2;HUMAN
Q8N5Q1;HUMAN
Q96KD3;HUMAN
Q5RGS3;HUMAN
Q6NXP2;HUMAN
Q4VXF1;HUMAN
A6NL05;HUMAN
Q8N7N1;HUMAN
P0C5J1;HUMAN
A6NEL3;HUMAN
P23610;HUMAN
Q658T7;HUMAN
A8MXJ8;HUMAN
Q86YD7;HUMAN
A6NKC0;HUMAN
A6NJQ4;HUMAN
A6NNJ1;HUMAN
A6NDY2;HUMAN
A8MX19;HUMAN
P0C7W8;HUMAN
P0C7W9;HUMAN
A6NEW6;HUMAN
A6NE21;HUMAN
P0C7V4;HUMAN
A6NIJ5;HUMAN
A8MWA6;HUMAN
A8MXZ1;HUMAN
A6NNH2;HUMAN
P0C7X0;HUMAN
Q658Y4;HUMAN
P0C866;HUMAN
A1XBS5;HUMAN
P00742;HUMAN
P03951;HUMAN
P00748;HUMAN
Q8NE31;HUMAN
O94988;HUMAN
Q9NYF5;HUMAN
Q8NDB6;HUMAN
Q96MK3;HUMAN
Q641Q2;HUMAN
Q5SNT6;HUMAN
A6NFZ4;HUMAN
Q5SRD0;HUMAN
Q9Y4E1;HUMAN
Q8N5W8;HUMAN
Q5JW98;HUMAN
Q8N5C1;HUMAN
Q5R3K3;HUMAN
Q8N5T8;HUMAN
